userID	VidID	fracSpent	fracComp	fracPlayed	fracPaused	numPauses	avgPBR	stdPBR	numRWs	numFFs	s
718eaa5dec19bcf6c7fea0870dd102dbe844fbbb	0	1.14509787627	0.99556782195	0.99556782195	0.0	0	1.5	0.0	0	0	0
210f854b0afc3d476d711b2b41379954e48cfa44	0	0.573496768236	0.858000719417	0.858000719417	1.99800554017	6	1.5	2.22044604925e-16	0	4	0
e16cf25ff5bb827bf3b5a0c8afeed15c2223a8b5	0	0.7787322253	0.829159795111	1.13749654258	0.0511034164358	1	1.46219884107	0.0895620573422	2	0	1
46dff32368088c11707106514f0450518d19b30d	0	0.639626038781	0.857684188998	0.860312074501	0.0	0	1.3455548097	0.211187071766	1	7	0
8a861f5af4ed0668eb03bd8a77d2b7ced04f901e	0	0.786526315789	0.754329860585	1.05167490402	0.0	0	1.33929007476	0.245159273905	6	0	1
a5cd61ab53a41471ed8e02f49382adbe32abab21	0	0.805739612188	0.995563426066	0.995563426066	0.0	0	1.23639493202	0.0567112785974	0	0	1
df52ec6e38a415b7ca73c2abdc98d28080944063	0	0.995671283472	0.99467596475	0.99467596475	1.44189935365	3	1.0	0.0	0	0	0
23f1a996532c1f6364409247f5cf5f39a74ed51c	0	0.936929824561	0.361979720914	1.04255479841	0.0	0	1.11597056258	0.119540015051	0	22	1
721c5aba958a008c0c12576d213d3e31f938acd3	0	69.5978688827	0.995503687132	0.995503687132	0.0	0	1.25	4.4408920985e-16	0	0	0
4b6c249e8bad484758f705bba03448d62f8c55a1	0	0.997142197599	0.995477762689	0.995477762689	0.0	0	1.0	0.0	0	0	1
cc2f33801a511f01a24be40b28f5abe1336b14cd	0	0.598820867959	0.898046966975	0.898046966975	0.0620378578024	1	1.5	2.22044604925e-16	0	7	1
d9d9c1c18c7bbb124f59740310a3b4bdd74bb191	0	0.0382945521699	0.0333498880064	0.0333498880064	0.0601375807941	1	1.0	0.0	0	1	0
d150054dd7be922aa4e9fa661680845cda3e3e61	0	0.432978762696	0.737363425976	0.737363425976	0.0	0	1.72921216167	0.0961362216651	0	7	0
0db5a84a784255d55e028f69e74219a8ad8de288	0	0.66569621422	0.995510562745	0.995510562745	0.105025854109	1	1.5	2.22044604925e-16	0	0	0
c4402ed287caa2aee24b18ddb67c96bcd4a120a4	0	0.796375807941	0.995521693349	0.995521693349	0.133953831948	2	1.25396243369	0.0312235094545	0	0	0
2d5277807a3dd19f1995bca1dbaeb67b34acff10	0	1.204355494	0.995511239035	1.18514374991	28.2743804247	3	1.0	0.0	2	3	1
a7c40dcb8b206bb1efea54491890af36773803d9	0	0.00779132040628	0.0116800554017	0.0116800554017	0.0	0	1.5	0.0	0	1	1
d87eb2e538a89779625677b5af3ebeb3a5dca497	0	1.06192243767	0.910866100174	1.06925610933	2.69817359187	17	1.00442280503	0.00970466860925	4	0	1
6f9a183129dc79901be506efd4cb9f08d70fe12f	0	0.766184672207	0.995582925756	0.995582925756	0.0	0	1.30202144429	0.101484631381	0	0	0
c337e0e79deb1aebc6e40fe098a19118c708bc25	0	0.664105263158	0.994497706025	0.994497706025	0.530060941828	3	1.5	2.22044604925e-16	0	0	1
cf9a79ee85014b5778e36e3e2a8e39750eec0b1c	0	0.990555863343	0.986947550118	0.989181160459	0.290203139428	1	1.0	0.0	0	1	1
4545dbd04bd651793b14c3f2dfdd2d7d38669404	0	0.996970452447	0.995501770978	0.995501770978	0.017811634349	1	1.0	0.0	0	0	1
3a06840c44362fc0102e4c7d1af502e6cc1ba5a6	0	0.70063434903	0.998333750449	1.08340572076	172.269361958	6	1.60680632378	0.123668872985	3	0	1
163c848e2ff3ee8193244ee6fc3e77460ab5a8ae	0	0.951197599261	0.82881299379	1.18366818915	1.37564542936	36	1.25	2.22044604925e-16	9	4	1
6766ce0617009834d1842b0e0608605eecfd4eb7	0	0.998239150508	0.995564891361	0.995564891361	0.0647673130194	1	1.0	0.0	0	0	1
7d40aff4e1e8c4c4da29ea1d71124de7e6decd01	0	0.794498614958	0.995579206162	0.995579206162	0.0130867959372	4	1.25231770416	0.186066654801	0	0	1
98036ef75feb38ce50bc815822e3dfc4b24b12ff	0	57.9515761773	0.995503010842	0.995503010842	10.0629067405	2	1.00530581563	0.0512241219832	0	0	1
2cf57819991e06a6df6d83159a02cd4d808e5d8d	0	1.03498430286	0.91152904507	1.29511766879	1.61616435826	7	1.25	2.22044604925e-16	4	0	1
a262aad399b379bcc816139c6c95152b4f11a86a	0	0.99589289012	0.995532739416	0.995532739416	0.0174764542936	1	1.00176301189	0.0209199608408	0	0	1
20c3866152ca35099cd5ec0219d6c768ea1559bd	0	0.837137580794	0.0565399995277	1.25853513791	0.0	0	1.50572979859	0.0531153983041	9	0	0
b162ed08a3670de54a25a707e75abdd6d41bff0f	0	1.0369242844	0.32660761597	1.03692428079	0.0	0	1.0	0.0	6	6	1
82356e78af3a4f9076823710d12a8be6046c2c86	0	1.02693444137	0.798153030184	1.03334852145	0.0997599261311	2	1.00668085814	0.0403184904235	5	1	1
d17d0f0b8293b4d09bb2ed2934a479fa5e8166d8	0	0.903991689751	0.995123443181	0.995123443181	0.0527857802401	2	1.10293757144	0.124078174382	0	0	1
37fcfc00a689b10bf9d40990ea2342c87ec018f9	0	1.31246260388	0.0590240109938	0.293818739901	0.110203139428	2	1.75	0.0	5	12	1
1e6bdc5f12fe1ec224bddde3d038ded1a83a8f52	0	0.786313019391	0.765632804159	0.78628111632	0.0387673130194	1	1.0	0.0	3	10	1
ded07c0673d5989c96a401963788150607ecd0c4	0	0.777243767313	0.995507801229	0.995507801229	0.19564265928	1	1.28696621939	0.0887414980207	0	0	1
be9f6774d4265f65faa1a641a2120c927c7a4476	0	1.78922437673	0.531811541285	1.88686776236	237.418102493	14	1.06837085146	0.0692226300607	25	15	1
